ActivityId,LeadId,ActivityType,CreatedAtUtc,IsCompleted,CallDurationSeconds
436ef4e8-8585-4670-8fad-a981b95c91ae,8e4f1857-16b1-4916-b3c0-45342bd73b0f,Call,2026-03-31 22:27:24,true,501
41c10283-01a2-4802-930a-e467c1b747bc,b3d5cb6f-2183-47dc-9270-756246fb2e9b,Meeting,2026-03-29 04:15:40,true,
10d00a75-7a83-4bb4-a159-9a93124f4216,44fc177c-d4da-4c2d-bd47-e7ff77274f68,Email,2026-04-19 19:44:39,true,
c6ab459a-0429-4b7c-852f-e8bc2bef1f8d,79b82b50-987f-49d3-8261-864a4af828ec,Demo Session,2026-02-02 13:36:03,true,
7f217fd2-ed79-4576-be2f-19533ae84ce5,c3195cff-654a-4b2a-8c50-8060489adb10,SMS,2025-12-07 04:53:20,true,
17296022-d8d8-4aa6-8d66-c6cd8e693b43,7ffd0c8c-9f44-4429-8a41-5f3383db7e6d,Email,2025-10-15 18:09:29,true,
c99bc644-d463-4d33-aa37-9ce3f58f0f57,7b0df98d-309e-4548-8b8e-bb2852a0d67c,Meeting,2025-10-11 04:33:55,true,
58dccbed-65c7-469c-a430-4122eccd52ab,f9a5de19-ab70-478d-8878-5d2672a413d3,Email,2026-08-21 15:59:44,true,
9805f451-b378-414c-86ca-9197c21cdf51,2f9cc584-ef6e-4b69-aed9-ab47ac4aeb91,WhatsApp,2026-04-24 04:32:39,true,
84e2463f-7529-47e6-9a8f-32249d57c82f,0d2a2aea-0329-46ef-bdc2-eb8929249191,Email,2026-02-24 06:39:11,false,
968e16d0-480d-4a4c-a8ac-8718252bcdce,ad25a531-dad2-49f1-be94-8811f1bbe2f1,Demo Session,2025-11-17 22:26:43,true,
5995f06d-3fcb-46e8-a467-45fc2082a3af,a555208d-f9b4-4858-892f-f02818ac32e5,Demo Session,2026-03-22 13:43:47,true,
8349bf29-e3ea-4ef8-bd54-dd57e308f395,f6ef2d13-b00e-4173-bbc2-184369aef881,Call,2025-11-03 07:04:13,false,338
5b2ab75a-627a-4288-ad15-a55b470facb2,9d355497-c166-4d99-9abc-1c1f25f07697,SMS,2026-03-01 04:38:27,true,
6283fab8-534f-4488-853f-3469f0d2ced5,908c1483-4eb0-4825-b97d-71c5cbe4c3c2,Email,2026-04-02 06:54:42,true,
b3af0c3b-88de-4cd2-bb09-115082980fdc,9f3d853f-b54e-49a4-85e1-2335b9cc82d4,Call,2025-09-16 12:49:44,true,140
9992ce03-2fc6-49f1-8841-525196953c54,1391e22f-d72c-4c04-a03c-1c0643bb9811,Demo Session,2026-04-30 23:45:33,false,
884c4d5f-9e94-47fb-a30a-381a47502d04,d4060bc1-c3d0-4c01-a9aa-d961711af79f,WhatsApp,2025-09-14 08:30:22,true,
d74cdc06-bba2-46ca-9aef-80746494f852,1487bd86-4961-4257-ae0d-bac4aa104b09,SMS,2026-06-05 03:36:46,true,
5ae7ed03-4eb1-46cc-a4de-5c7b227133b8,6e1af58d-0112-4842-9ce9-7d6be00de009,SMS,2026-02-14 20:16:51,true,
4d81a3c2-f515-4c4c-a414-4b4edf7f02c9,3b38cdf3-caeb-467a-8269-e1484ceefe4b,Meeting,2026-04-15 16:31:42,true,
1dca0cb0-2f95-43cd-beb5-7e17c98d414d,4ee50d06-6d40-4cd7-98ef-0322dc0f76da,Call,2026-07-19 08:48:13,true,765
f3d96ae6-45d0-43ef-8f2f-6f16edab33b8,8c883a18-c7da-4b54-a920-77459fac8af0,Demo Session,2026-04-10 09:10:33,false,
ffa9ad29-f499-4211-8207-bf3bffbbc9df,a28cfc35-5919-46ac-8103-93095ab48f2a,Call,2026-01-11 18:47:13,true,747
dfdda4dc-4a7f-4dbf-9c7a-11c833e58cea,7108b7d7-b698-410a-aff7-4a4b2d82e772,Call,2026-08-12 04:32:11,true,383
f675da1f-20c7-4e81-9589-4fe4d3e2c30a,1b532aa5-7c33-4537-a73a-e61403e82736,Demo Session,2026-06-22 16:07:31,true,
366e8bd4-5f4f-4695-8dd3-da84c7ccd956,0a519945-a761-4baa-b98c-b6b84fffe108,Call,2026-07-09 12:07:47,true,626
d9175443-408f-45fe-80d6-37fe423db8f2,208304d0-0491-4c08-918f-5178ae569f68,Demo Session,2026-07-04 16:59:03,true,
290a62d8-c3d9-439c-baa2-c1ec81c35937,f754f910-03b5-4576-a691-d70fbaaf8f8f,Email,2026-08-17 17:58:57,true,
6a654283-0cbe-4ac8-9fec-08ffc0aea26c,20c8e73c-7ccb-43d3-afc7-f79877e25cf6,Email,2026-06-26 20:13:55,true,
23c92f72-47dd-483a-a1bf-0f9ed99524c3,2f051c96-b082-40bf-a465-c964bafc4729,Demo Session,2026-06-05 16:58:35,true,
3a503715-8850-4515-bd11-bb614862acba,32f939ed-3050-446d-8495-de3d55622ab3,Meeting,2025-12-25 00:53:47,false,
bb512758-527d-43b1-8cd0-1d7206fcc29f,744a464b-eb4f-4fa6-b61a-51e902183e29,WhatsApp,2026-05-30 01:50:18,true,
5f2af843-83f8-434e-95b5-fe89a70520d6,157b94be-a736-4416-9826-f62ef17a7cc8,Email,2026-03-22 02:00:55,false,
ddb3e535-86e2-48d2-b119-d63396a8fc19,6ab1995c-bfbc-4e10-a1ec-d6c7a28e31a7,Meeting,2025-10-15 23:32:28,true,
9e6b1644-334d-406e-8b5a-928050f6be9f,f89606ba-4fd1-45fc-9646-f5f2ae7c07b2,SMS,2025-11-20 07:47:15,true,
504c18fd-7d0d-493a-9d00-f1ec0d4e8072,58a52b25-4052-4876-be1e-c6029c9a64b1,Meeting,2026-08-21 00:16:44,true,
0a9ab7a5-3e1e-4180-a1a8-41a225ff8946,e48fb8de-8489-4205-b611-886ef0303996,WhatsApp,2025-11-15 03:51:54,true,
15fb374c-4736-45b6-81e8-c3e7a9b1330c,19e4c327-32b8-446a-a7b1-73cff6cdfcb3,Meeting,2026-05-24 15:23:29,true,
b044d61e-f8b4-4569-920d-6c5f6ea5f74e,fca9a373-8fca-4acf-9d27-75ac2a52feb2,Meeting,2026-08-12 00:51:34,true,
cb8636b4-064f-4c01-ac43-2a735911d0cd,bfb399ff-05de-4e71-977a-705af40cdd62,SMS,2025-11-28 20:52:52,true,
bbd0fb1b-2c50-431b-9730-ec37794179b0,06873ac6-885d-4d66-874f-523e5067dd63,Meeting,2026-07-10 13:03:45,true,
74de70be-f7e4-4baa-a515-51bac0847404,8cc054e9-879b-4b82-bc46-3d387a4bc978,Email,2025-11-17 00:28:51,true,
35d1c0c3-f61c-4c20-950a-f7aab7f47238,f534593d-1aeb-4a1e-8df2-760d1729384f,Demo Session,2025-11-21 05:13:13,true,
5170bbfe-ff33-4e99-9404-fb0d13de2632,fccd6777-d388-4712-bb08-59916d2ec74d,Email,2026-01-26 06:09:24,false,
5ee8b9c0-0cc5-4079-a6c9-e4575e7f640e,bd9fe8f9-f6cc-4d5a-8fd1-4de527a2ca11,Email,2026-01-11 02:21:48,true,
b37deb5d-0d4f-4a2b-8b01-95ae6a2471e9,4ce6e7ec-b24a-42fd-832d-9117404a1d82,Demo Session,2026-07-09 01:29:45,true,
35130730-759f-4bcb-95dd-410694740658,e5c858df-27ec-42f5-85f3-925e4699c827,WhatsApp,2026-03-04 16:06:33,true,
f364eb2f-a8a6-4668-9587-7491bc0788e3,cc995fee-886c-45c6-8e12-4b9cd07de945,WhatsApp,2026-04-09 16:19:04,false,
d5fe21e2-a705-4c56-a13b-334afb306fb5,9e9c0226-2c7e-4025-8157-61056469ca0a,Call,2026-03-22 23:40:54,true,262
e0fc4c1a-e727-47a6-b1ac-c72572cc39bc,a7f51996-acf3-4109-9133-dfe0c073c17d,Meeting,2025-12-18 04:24:07,true,
8b88b4a2-ba39-4b0f-99f6-1025ac654489,59b61ada-f98a-48b2-a57c-527de8f7e29c,Email,2026-01-24 08:29:07,false,
d87f2505-647c-4e81-a076-248f0f12bc36,bfd868f1-986d-48ea-adef-41e7ca615f97,SMS,2026-02-16 11:35:37,true,
0288546b-7ad5-4eba-8693-9d99b0eadcdc,3e9364c9-2e8d-4494-990c-d387d726622f,SMS,2026-05-16 04:35:00,false,
77b953c5-045a-429d-8e42-bea878de4284,90540f24-ab91-4906-8c1a-6dc8988b5723,WhatsApp,2025-09-17 19:11:03,true,
8788c5dd-5a00-4d56-a032-4d86fd10c9aa,f55b534f-a1e1-4f21-b768-8eb8e89c28a0,Demo Session,2026-07-16 07:40:55,true,
ab2d23ba-3a45-4b00-96c2-ac60a3952904,11cfba97-c7c1-41e6-811d-9f8f29bda819,Meeting,2026-02-24 03:01:51,true,
c973c5a3-209e-4de8-817f-c276d6e1e9fe,7285e12b-ecbb-4584-a660-00a540e1a0dc,Demo Session,2025-11-20 16:53:01,false,
b64a7a49-5f17-4f3f-abeb-f20b89fcad6b,3006ef85-1f4b-4ec8-8e6b-deeb196400c5,Meeting,2026-01-06 18:17:32,true,
8c849d38-63a6-4223-8808-33a1a0515f66,6289d718-0a0a-4df9-85f1-c6a3fee3e4f7,Demo Session,2026-06-25 13:15:06,true,
35983b2c-072a-467e-951c-80295c279b8c,9250a786-0805-4d9e-a4bf-d1571fc1d6b0,Email,2025-12-19 04:30:00,true,
9e71a40a-34f1-4130-8f0b-31bfec4fa484,6d3326bb-593a-4401-a083-bb178bc39286,WhatsApp,2026-05-28 14:37:37,true,
69fa891f-743e-4f27-a9bf-c201d51d16d0,ecfab647-a2aa-4801-824d-6cee293c3fb0,SMS,2026-08-17 14:07:16,true,
9f96f22e-2831-4d2c-85ba-4dcbd367780a,d2fdd685-8cf8-4e71-af3c-51373e030cef,WhatsApp,2026-04-25 23:31:22,true,
34d718c6-a6a4-45ba-8e4b-1492f2584da6,6ecbc4f4-7648-4088-942e-1623e11a880d,Email,2026-03-24 14:53:32,true,
5302d504-ba3a-4ba0-8e1b-5c67cb001726,55551431-cf9a-4d81-9aae-b506609d37e9,Meeting,2026-01-27 09:41:39,true,
ed55a0b3-acad-49de-bd9e-67d896529b3e,9a81d9b0-f420-402d-aa5d-dc8baf9db9de,Meeting,2026-08-23 19:20:55,false,
06e98f6b-b786-4e50-98ac-498495890962,113ff84b-d228-4dc1-aaa8-a88553416807,Email,2025-12-20 10:54:55,true,
0000c997-2bcb-4505-8d44-cfcaee581aa3,12188cbd-acaf-4b67-af3c-f3dd32b95393,Email,2026-03-14 09:23:31,false,
490daa87-0f10-4ab7-9a70-30b664a4a59e,508f8987-2fb5-4151-b432-97cc4c9c074b,Meeting,2025-12-17 03:32:02,true,
633a96e0-25ae-4de6-8801-acabdb2d0701,cd5de467-a9aa-4abe-8033-0c69e35832eb,Meeting,2025-09-12 10:54:09,false,
5aaf00db-876b-450e-bfa8-506a4cd96512,3241c742-1bc5-4e0f-a8b9-19b3cc0f48e5,Demo Session,2025-11-04 15:18:16,true,
235821f7-2f80-453f-819d-d67d13ce2dd6,41a57973-511d-4ac2-aa48-aedb522dc76c,SMS,2026-02-16 17:35:54,true,
1089f337-5412-40c3-a047-bce21f4a737a,55accee0-1fdb-4fad-8f17-68a64016a31e,Meeting,2026-03-03 12:49:06,true,
bd92ee74-e6e2-441b-8bb2-e7b0c2d2effd,2cec86e6-0a21-442f-b0b4-84109ca27df7,Meeting,2026-06-28 09:12:00,true,
b28d44e3-47db-48ee-b9b8-e5155b211afb,9e16180f-0e12-49c9-81de-11269adb8386,Meeting,2026-06-15 11:37:53,true,
5296d83d-c0a7-46c2-a5ee-298860be3b97,e6142ba9-15cd-4f32-8b8b-d7f19d72fea0,WhatsApp,2026-05-17 17:50:30,true,
92695217-2a81-42b2-95ff-e6032b703708,ef091327-d39e-480c-a935-e2d69414c9a4,Demo Session,2025-11-09 09:32:23,true,
bb0200f6-7613-41c0-a584-d17fe32f093d,06d6666a-3aa2-4765-9fd7-bc750352aa9a,Email,2026-04-06 02:31:26,true,
18a578b4-302f-4453-bf89-a58fb4f41201,df880dac-0e31-47f1-bc52-94a23d3bd167,WhatsApp,2026-06-11 10:20:38,false,
2d6093d4-6d70-4150-8b94-108bbd86ea8d,04ced344-7133-4164-9224-bd2f22f2d3c3,Email,2025-10-21 22:41:50,true,
0662b9fd-1a70-46b9-b4bc-fd49a0c161a1,c89c82f2-2827-49ee-af08-6b6bfcde7b41,Call,2025-11-02 20:12:34,true,451
cc4951e7-e3a5-4240-aecf-6aebfcb84eca,39ae35da-bcb1-4d54-8ed2-c7066d005f20,Demo Session,2025-10-12 11:56:06,true,
658e419e-aaea-43c2-8615-39a7b96e665d,ee7cafbd-cbb7-4c92-a0cd-0a231ebe9216,Demo Session,2025-12-14 09:30:06,true,
d6050aae-bb7a-4711-aedd-76c1a80d0b44,39ef8de0-9450-4dde-abeb-cc984b3577c8,Meeting,2025-12-27 06:12:14,true,
742fa027-2441-4791-b0d9-35f6e7505c6d,50015b02-6f20-4f09-b23e-b4f9465cb342,Email,2026-08-20 15:44:41,true,
51a74385-93ee-451b-abe2-3f70aa8fa10e,973d9546-54c1-42ea-8fbb-67db94b3a89e,Meeting,2026-07-03 21:50:04,true,
9c48e3df-d839-48b7-acbd-96e4173948bd,ce750a1d-a66e-466c-a752-d6df51867cdf,SMS,2026-04-13 20:29:44,false,
dd8e3d49-436d-46ad-af48-4970dd9373dd,2bf73c62-d8d0-47fa-9991-f0b84751f4b0,Call,2026-03-19 00:58:01,true,130
aacc131f-acd5-442c-94a3-2f05dd26b2f0,f74721a0-2644-4bfa-aba0-a402bfbeb9f8,WhatsApp,2026-01-22 04:02:27,true,
682d5b05-0c39-4cd1-9220-86dc6ca84e21,13b1dfb5-318d-44a8-b312-a4cca9a0a5d3,Email,2026-07-30 07:20:25,false,
72f5e261-2ad8-4d99-ba20-625b9f2598b7,0e27a819-7d5e-43c6-8050-04926b835c79,Call,2026-03-09 11:26:40,true,584
4deb27b7-bebb-4253-bc6e-316d44c83f3a,3069edb8-affd-458e-8216-b26b5641d81e,SMS,2026-01-10 06:59:53,true,
b5199982-6672-4cdc-b535-df6e02db1231,a64e4036-b365-493e-b9e4-b423c2072fca,Demo Session,2026-03-23 09:39:58,true,
00a357bf-9a89-4b09-98da-3d82374ce51b,a5555ae9-0f86-4fef-abf9-e9c20d04ea83,Meeting,2026-02-06 20:19:33,true,
4207c27c-6d83-43a3-bc83-21f17ac2cf39,db0747af-23d9-4140-ab69-005732a03e42,Email,2026-02-21 12:39:32,true,
eca270c9-fbd2-40ab-879f-822124055ff1,23b79df0-a39f-4623-a8d7-fc4de4f24ae7,Email,2025-10-12 22:01:43,true,
d9f67ccf-418c-47c1-b7d7-23b78a343230,b5685120-811a-4a75-8797-5229d54ce3df,SMS,2025-12-11 04:31:32,true,
7b39dd3f-73b9-4eb5-bc04-3abb3caad4f2,e5e4cd57-8bb0-451b-9d88-2abd2e4a9a80,Demo Session,2026-05-23 22:42:52,true,
8e549f93-405b-47ed-bb4d-3d33617d3d07,a5bd82d4-233e-44e1-ac03-283034e6a996,Meeting,2025-09-22 00:10:58,true,
94ca5afb-ae09-4637-a6d5-aeb6e5319b57,fe070818-aa5a-4780-91fe-6c5ae1b8d8d6,SMS,2026-02-25 22:13:06,true,
363afb59-d9a8-4d5e-ab15-dc71e8eac2ec,dc1df9fa-3cc0-447f-97df-a7bb0823ac86,SMS,2026-08-02 10:45:37,true,
45c637c0-d650-4f86-9fc8-73c490d734a7,eae5129b-8824-4b75-b6e0-86f7b5985b64,Meeting,2026-08-11 17:42:35,true,
9a3ec59c-d164-4235-aea8-3f5f801fecbb,84a6c734-4110-4812-858b-0baec6ac74b5,Call,2025-10-03 13:47:12,true,701
d648781d-e0a6-4231-838f-bad0c1ebe0b3,57cd806b-89de-4786-beb0-dbe796972116,SMS,2026-04-30 02:57:11,true,
d496ab56-8527-4af2-a8a4-35700ae3c378,ce1fdfb6-8011-417c-ba67-7bab90096a72,Call,2026-07-03 23:17:55,true,723
4beb0683-d68d-4704-b32e-ab1542744f67,b20f9f87-8668-4120-99f1-4b8fde25cbc3,Email,2026-04-30 17:28:45,true,
217afa4c-98ca-4c38-9e6f-ac3820bcccd8,1a812608-4379-4674-a761-b42e6064fffb,WhatsApp,2025-09-24 06:47:06,true,
d5fe21e2-a705-4c56-a13b-334afb306fb5,9e9c0226-2c7e-4025-8157-61056469ca0a,Call,2026-03-22 23:40:54,true,262
dba12f3f-a723-4124-b9b4-cbbaa9777456,93969f8f-d64b-4bbb-a0cf-dd32212b11aa,Demo Session,2026-07-29 23:56:57,true,
217afa4c-98ca-4c38-9e6f-ac3820bcccd8,1a812608-4379-4674-a761-b42e6064fffb,WhatsApp,2025-09-24 06:47:06,true,
