FollowUpId,LeadId,FollowUpDateUtc,IsCompleted,Notes
883310fd-35a1-4f66-bb96-2fc9aadd87eb,bbd7ccf8-32c3-49dc-9fb3-2ff067241c7c,2026-05-29 12:45:18,true,Speak defense know land role.
2098384d-4e4f-40b1-ba3e-a9dfebc9f7bd,1151880e-bf6e-40fc-926e-ee3994652319,2025-10-14 10:00:40,false,Sport only time firm political rest still agent stay we.
a06ebb35-5146-46a0-8449-93e0a0837a4d,ad2d001f-a9a1-4db0-b65d-a1384c503746,2026-08-21 20:05:26,true,Set least enter former control.
2d7c7c53-9d43-40de-a617-cd3d29d047c6,6a663129-daf1-4c3c-8773-21dc3a0ab0f2,2026-08-11 01:29:56,false,Top people hundred career cup place as.
97746e9f-a98e-402d-ad6f-624b7f9e1be5,b75bef3e-02b0-474e-83b2-2aaf8183bc32,2025-09-02 13:25:22,true,Reach trip join color walk half control already almost.
1f08aa10-bba9-4039-a27c-51231c117f9b,d73afbf6-c0bf-471b-a72e-b512e7cb4fed,2026-04-04 03:38:54,true,Food teacher dream book fine goal at stuff thus yourself.
9a93a153-d82c-49d5-b02b-48136c2e0933,48f6713b-bb37-45f1-bc8b-0974fe5cb347,2026-03-24 20:01:49,true,With end bring ok success federal house.
65c5d163-3906-46bf-b4c8-91c7dfb2ec6a,e29907e7-4b61-4732-bcd6-2be6beecb509,2026-04-05 15:44:27,false,Their recognize wear anyone.
ac9bd472-b17e-493e-b232-398d4e78749d,815c0720-012b-49a0-80b7-d3c04b562e53,2026-06-29 22:19:15,false,Make body approach across contain reach exactly she.
38db4fc5-e4d2-4917-82c2-008e358053dd,b3fa86d8-0b72-468a-a9a5-afa41c5ed27f,2026-01-13 15:51:17,true,Apply thing fire news collection.
4bd3d35f-5cee-4ec5-a32a-90d499699572,51965a74-99e2-4d36-a568-e9f4b1be5384,2026-03-27 07:59:20,false,Fast common risk benefit late office.
aa839578-9328-479d-9908-f964fb79689d,aed25658-0d51-4009-9ae4-15a15a50fc37,2026-07-29 18:29:11,true,Crime maybe appear table wife.
ff63dee4-a265-46b0-beca-8ba68a759396,8e4f1857-16b1-4916-b3c0-45342bd73b0f,2026-03-25 13:28:05,true,Guess read prove behavior ahead.
75faf214-b271-48a6-aa0b-168e322dd426,b3d5cb6f-2183-47dc-9270-756246fb2e9b,2026-03-31 15:45:42,true,Garden hit look federal statement.
737990ec-8ca3-4af4-a562-b06062b7c083,44fc177c-d4da-4c2d-bd47-e7ff77274f68,2026-05-21 11:18:34,true,Billion sound word sport determine girl check threat fast.
f021efb3-3c43-4f27-ab54-78b45b86b8b9,79b82b50-987f-49d3-8261-864a4af828ec,2026-02-12 12:13:39,true,Writer which than low world per media.
3b422d71-fee4-4a35-80ec-366e9cf97b66,c3195cff-654a-4b2a-8c50-8060489adb10,2026-01-04 21:47:59,true,Positive political nothing give daughter.
527cd6e6-4edd-453f-9b70-7bf06952066a,7ffd0c8c-9f44-4429-8a41-5f3383db7e6d,2025-09-24 08:39:41,false,Generation it require could about western.
7389f510-e519-48f5-bf59-e645f98ac55e,7b0df98d-309e-4548-8b8e-bb2852a0d67c,2025-10-14 15:53:25,true,Free television role hear Mr.
3342088a-2bc0-447a-8938-c5c9e15ed82d,f9a5de19-ab70-478d-8878-5d2672a413d3,2026-08-30 17:11:49,true,Pressure order three church approach create put.
953cb8df-a6ec-47e5-94ec-76362ee175ee,2f9cc584-ef6e-4b69-aed9-ab47ac4aeb91,2026-05-08 00:36:32,true,Dog usually own beyond crime tell live measure.
223a8bdf-c55f-43c5-a937-1669ce73d432,0d2a2aea-0329-46ef-bdc2-eb8929249191,2026-03-05 02:08:13,true,Experience suggest indicate keep fund surface order think.
09972a0a-72e9-4f4e-bc34-d59f5d85cb4d,ad25a531-dad2-49f1-be94-8811f1bbe2f1,2025-12-09 14:53:53,false,Effect particular issue majority I whom across.
90b233ab-874f-4d96-9721-889200744b1e,a555208d-f9b4-4858-892f-f02818ac32e5,2026-03-21 00:27:52,true,Light indeed do magazine teacher happen.
5b02e7f1-7d2e-4a41-943b-a7607df98858,f6ef2d13-b00e-4173-bbc2-184369aef881,2025-12-23 06:06:30,true,Think what unit ten Republican we create certainly.
10437678-d7e1-4b60-8d75-2726a57c7222,9d355497-c166-4d99-9abc-1c1f25f07697,2026-02-08 17:14:09,false,Here level miss choose than sound newspaper father owner improve.
0785c322-e090-4dbb-9c9c-a963b688e1ca,908c1483-4eb0-4825-b97d-71c5cbe4c3c2,2026-05-21 13:47:21,true,Possible seat remember modern pick main vote company.
d7854064-d097-448c-bb75-b1e68eeedd5c,9f3d853f-b54e-49a4-85e1-2335b9cc82d4,2025-10-03 05:24:29,true,Or sense force effect girl.
60850620-277c-4ef6-8104-00c1ea3df25f,1391e22f-d72c-4c04-a03c-1c0643bb9811,2026-06-23 08:41:46,true,Visit yeah response in.
50e6bd82-160f-4a38-80cb-ec3047f0219e,d4060bc1-c3d0-4c01-a9aa-d961711af79f,2025-09-26 22:56:21,true,Thank very themselves window kitchen number minute partner available situation.
cf83292d-24fb-4ec3-9693-a339ce537344,1487bd86-4961-4257-ae0d-bac4aa104b09,2026-06-25 06:42:21,true,First card interesting different even cup far money.
5d637207-c3aa-4c6f-bdf0-589d8b6df4cf,6e1af58d-0112-4842-9ce9-7d6be00de009,2026-03-14 04:03:22,true,Hard too material consumer consider hit staff consider value manager.
5e166f80-525f-44f9-872c-55836cdb7007,3b38cdf3-caeb-467a-8269-e1484ceefe4b,2026-05-01 10:26:54,true,Level several money television relationship military.
e43363cf-880e-4fd0-85d3-9c2ce9c24ef5,4ee50d06-6d40-4cd7-98ef-0322dc0f76da,2026-06-13 22:10:58,true,White itself wait customer certainly send nothing both memory doctor.
381ab208-8923-443b-ac2c-3c51e5e2ae45,8c883a18-c7da-4b54-a920-77459fac8af0,2026-04-24 00:02:05,false,Tax list pretty remain fall thousand side.
5d0f2efa-4cab-4d1b-a05f-62485c25bb10,a28cfc35-5919-46ac-8103-93095ab48f2a,2026-02-08 11:41:00,true,Level five voice eat I black treatment public civil.
4a99de60-6272-4e46-ae81-4a48167a48ec,7108b7d7-b698-410a-aff7-4a4b2d82e772,2026-08-29 02:30:03,false,We learn read national someone.
7c8f78f9-f798-4599-9c84-a0c5afd9283f,1b532aa5-7c33-4537-a73a-e61403e82736,2026-05-29 04:59:49,true,Night likely social church miss.
d5e04ed8-6628-42af-9729-2a407c82aa82,0a519945-a761-4baa-b98c-b6b84fffe108,2026-07-24 18:25:23,true,Campaign watch few people appear newspaper.
ba3ccfff-e2a2-4223-8eba-22fed5173404,208304d0-0491-4c08-918f-5178ae569f68,2026-07-29 07:40:08,true,Lawyer choice marriage thought occur tend establish its.
09e6c8c7-fef4-43f0-8574-c0128c68e606,f754f910-03b5-4576-a691-d70fbaaf8f8f,2026-08-22 23:02:59,true,Thousand maintain movement blue change.
dd9f71d7-e846-42f4-953b-37823e83f37b,20c8e73c-7ccb-43d3-afc7-f79877e25cf6,2026-08-14 15:26:36,true,Family model up need drop wall animal reality several.
36a66cf2-1ed7-46e0-b0fd-15ee6d7bfaff,2f051c96-b082-40bf-a465-c964bafc4729,2026-07-20 03:43:30,false,Night another account against billion.
8a856bb9-a7f1-4a51-90f4-c9641af06b56,32f939ed-3050-446d-8495-de3d55622ab3,2026-02-18 04:53:09,true,In part present attention because as.
052f335b-7b83-4225-902c-7b0bc5d17ef9,744a464b-eb4f-4fa6-b61a-51e902183e29,2026-04-28 22:21:40,true,Student music event maintain fill way hospital effort partner kind.
e46c6b43-5aaa-4472-ae51-bbecddc668e9,157b94be-a736-4416-9826-f62ef17a7cc8,2026-04-27 02:23:11,true,Art too expect image style.
3bfcbc6e-2d99-437f-a3d0-69d56fbeab22,6ab1995c-bfbc-4e10-a1ec-d6c7a28e31a7,2025-11-05 06:58:31,true,Relationship personal style over data.
83ca4614-c8bb-47f1-9fbe-38055b3bdec4,f89606ba-4fd1-45fc-9646-f5f2ae7c07b2,2025-11-15 12:37:54,false,Myself realize author wind.
49a8a6c6-0a01-48b4-916c-dc50f428c85d,58a52b25-4052-4876-be1e-c6029c9a64b1,2026-08-26 02:34:06,true,Mother nor forget group live sell carry act state.
cbd57468-9dd4-44e0-8cc7-c5dd9490d1c5,e48fb8de-8489-4205-b611-886ef0303996,2025-11-25 07:57:43,true,Avoid parent help hear religious mother expert young.
6c6b2399-de0e-4090-a114-9ef52c7ac910,19e4c327-32b8-446a-a7b1-73cff6cdfcb3,2026-05-30 01:19:17,true,Cut property among human control author plan strong consider send.
b0150124-b299-4a34-8639-78fef3947251,fca9a373-8fca-4acf-9d27-75ac2a52feb2,2026-09-01 09:39:35,false,Area national fact material small program president themselves.
6668583b-a6b4-408a-a141-567e2b8e5d90,bfb399ff-05de-4e71-977a-705af40cdd62,2025-12-16 04:22:11,true,Recent red history station grow.
ee2b5285-6263-41fb-a03a-5513e11580dc,06873ac6-885d-4d66-874f-523e5067dd63,2026-06-02 14:37:10,true,Store brother weight push team standard standard represent.
4d37c804-a792-4017-ac8e-e0c76bc7164f,8cc054e9-879b-4b82-bc46-3d387a4bc978,2026-01-02 10:51:22,false,Civil perhaps case itself year production sell risk responsibility.
20d8a2a8-8574-40f9-b905-b92a795c8aa1,f534593d-1aeb-4a1e-8df2-760d1729384f,2025-11-26 16:44:14,true,Theory sound always forward difference education.
16c2ca8a-6b6e-45f9-8e06-a6b912a401c4,fccd6777-d388-4712-bb08-59916d2ec74d,2026-01-30 11:59:26,true,Despite present event begin commercial.
463ac73a-b376-4e4a-a04f-f6a3b7a55d25,bd9fe8f9-f6cc-4d5a-8fd1-4de527a2ca11,2026-01-03 11:21:33,false,Team not next keep accept.
f2e8fb03-e2ac-460b-99ea-dbbfbc972320,4ce6e7ec-b24a-42fd-832d-9117404a1d82,2026-06-21 05:11:28,true,Window something off worker prevent.
794d15a9-b7a7-40b5-b973-fc7142c1a807,e5c858df-27ec-42f5-85f3-925e4699c827,2026-03-29 15:19:57,true,Rate company discuss behind according half point career whom training too.
a8eb5919-b360-4831-aaed-dcc962b1d5d6,cc995fee-886c-45c6-8e12-4b9cd07de945,2026-03-26 22:54:38,true,Door special stop treat race law as up south.
4d11a614-622c-40d4-99a0-af8ca523430a,9e9c0226-2c7e-4025-8157-61056469ca0a,2026-03-22 11:09:14,true,Raise serious station per give.
47a2aea2-4acf-4ecc-9b83-608284d68093,a7f51996-acf3-4109-9133-dfe0c073c17d,2025-11-29 23:32:43,true,World else house tax play next defense.
161b1b8c-4490-4cf2-830f-b6054e2e7d18,59b61ada-f98a-48b2-a57c-527de8f7e29c,2026-02-13 01:57:53,true,Pretty any leg next sport skill.
15a7be94-ecab-409e-b7c8-514f05c13fb9,bfd868f1-986d-48ea-adef-41e7ca615f97,2026-03-09 13:25:17,true,Threat avoid section page.
a006f7c3-ee47-4f92-8e7a-593bdc1ba481,3e9364c9-2e8d-4494-990c-d387d726622f,2026-05-14 00:08:47,true,Professor so officer west assume person century.
3c7f467a-677d-4808-ab46-8d77d0832e9c,90540f24-ab91-4906-8c1a-6dc8988b5723,2025-10-03 17:13:36,true,Play mission shoulder show chance laugh.
4d0b36a5-ff3d-4b3c-8f95-f3903686c31e,f55b534f-a1e1-4f21-b768-8eb8e89c28a0,2026-08-23 14:21:37,false,Door amount enough spring process tell enough question suddenly.
aed01674-8ee1-4920-b47a-74e79d974bdb,11cfba97-c7c1-41e6-811d-9f8f29bda819,2026-02-23 12:25:47,false,Sense foot city high attorney car occur base foreign.
aa50b9b8-2d58-42ca-bd74-89095cab7ab2,7285e12b-ecbb-4584-a660-00a540e1a0dc,2025-11-29 05:43:52,true,Listen among stock serve different plan Mr concern.
53aa4da5-1fd3-4aeb-81d5-b6fdf50db9d4,3006ef85-1f4b-4ec8-8e6b-deeb196400c5,2026-01-14 22:26:27,true,Job Mrs a arm will environmental natural.
07d05c70-6e4f-482e-b508-b613cceb6b2d,6289d718-0a0a-4df9-85f1-c6a3fee3e4f7,2026-06-18 10:20:17,true,Commercial use mean thus up.
e8cf0a56-c744-415d-bb8e-12fb485167ac,9250a786-0805-4d9e-a4bf-d1571fc1d6b0,2025-12-23 22:34:40,true,Blue media four most method yourself individual or pull me.
bdff7d08-4b9a-4fdd-8318-e96ccfd68c15,6d3326bb-593a-4401-a083-bb178bc39286,2026-05-29 12:46:53,true,Generation simply mind language.
12976032-29da-4839-9dde-82e94cba7af5,ecfab647-a2aa-4801-824d-6cee293c3fb0,2026-08-29 02:05:29,false,Exist support affect vote design though safe.
51a0d5a7-bd99-471f-b4a1-a0d9f19eb3ba,d2fdd685-8cf8-4e71-af3c-51373e030cef,2026-04-27 02:14:02,true,Upon now ask all music history top artist part job walk.
e8106ae0-1f53-49cc-9076-3b6546563d04,6ecbc4f4-7648-4088-942e-1623e11a880d,2026-04-22 02:22:06,true,Find yes present walk yard their adult if.
44871679-8401-41d7-a4cb-733bad91218f,55551431-cf9a-4d81-9aae-b506609d37e9,2026-01-25 21:20:56,true,Down bag total would charge after.
f0c8ae9b-e41f-4fa3-a542-5dd8946dce41,9a81d9b0-f420-402d-aa5d-dc8baf9db9de,2026-08-25 04:48:33,true,Resource positive receive name cut country enough interesting local.
618f5269-2eb2-461e-81e6-2607b999fe44,113ff84b-d228-4dc1-aaa8-a88553416807,2025-12-19 15:40:08,true,Something west range member five nor keep too forget money.
3c4aab4a-892e-46ef-8069-4360ad5a10c6,12188cbd-acaf-4b67-af3c-f3dd32b95393,2026-04-17 01:07:35,true,View lead born world mouth analysis manager remember rate.
fbb2cd38-5b08-48f6-b84a-eb81bb719fe5,508f8987-2fb5-4151-b432-97cc4c9c074b,2025-11-19 23:44:41,true,Feel might speech term direction sound citizen citizen.
3e3d85ca-5958-43e0-9977-bf1be8703e28,cd5de467-a9aa-4abe-8033-0c69e35832eb,2025-10-07 09:27:53,true,Suddenly history move place finally easy.
a07f27ee-b575-461c-a846-35c1213b4122,3241c742-1bc5-4e0f-a8b9-19b3cc0f48e5,2025-10-27 08:53:36,true,First exist write knowledge stay heavy four commercial vote sign.
a778dfdd-8965-47fa-b7b7-d2fe92602feb,41a57973-511d-4ac2-aa48-aedb522dc76c,2026-01-08 04:14:02,true,Everything go season others first it factor field.
0523ead6-a1c9-415d-8cbd-5b29af3aef82,55accee0-1fdb-4fad-8f17-68a64016a31e,2026-02-18 23:57:18,true,Event produce building brother eat sing only impact set.
cb166eea-0cdc-4b2e-9d25-25c41c5b83ef,2cec86e6-0a21-442f-b0b4-84109ca27df7,2026-08-04 12:31:29,true,Heavy everything camera toward local child why world party.
27551bc3-4ecd-43e7-8528-5e5fb0cd38a4,9e16180f-0e12-49c9-81de-11269adb8386,2026-06-01 12:24:37,true,Call over born part popular Mr mouth feel.
e0dd189d-7824-4817-89f8-504a0f9df9f2,e6142ba9-15cd-4f32-8b8b-d7f19d72fea0,2026-05-18 00:00:34,true,Whom offer test traditional prove nothing truth.
75e68676-6e30-4ea6-b6ba-6de58f80252b,ef091327-d39e-480c-a935-e2d69414c9a4,2025-10-27 14:04:52,false,Street reason the instead outside forward.
c2b49981-6642-4ed1-9884-8c5c078c8be6,06d6666a-3aa2-4765-9fd7-bc750352aa9a,2026-04-06 03:32:58,false,Begin white available radio pick into within walk.
88c085b0-cf9c-460e-8fcb-efc01e7b9677,df880dac-0e31-47f1-bc52-94a23d3bd167,2026-05-08 05:19:56,false,Seek rise wear want them blue bill single so because.
7ebdbe86-3029-46b2-9713-f9ad5a5b3e92,04ced344-7133-4164-9224-bd2f22f2d3c3,2025-10-15 12:03:20,false,Class understand ready hundred stage market child.
92dd6d81-f753-4637-8264-0b1ec22c0c36,c89c82f2-2827-49ee-af08-6b6bfcde7b41,2025-09-30 05:35:51,true,Partner scientist current way our minute down eye.
57592a56-1ab4-4952-8456-2a06aa8837d0,39ae35da-bcb1-4d54-8ed2-c7066d005f20,2025-09-05 20:35:50,true,Left system anything decade.
61e99bff-4089-4da7-a0c9-28330d5d45a7,ee7cafbd-cbb7-4c92-a0cd-0a231ebe9216,2025-12-08 09:01:16,true,Him company on dream forward.
4b4356a2-c5a4-44de-ac2a-0d1b5512643b,39ef8de0-9450-4dde-abeb-cc984b3577c8,2026-01-08 04:41:05,true,Reality pay face commercial church blue whatever garden hotel.
6a5f6dda-3534-4943-99f6-b6659d4c2add,50015b02-6f20-4f09-b23e-b4f9465cb342,2026-09-05 05:16:53,false,Finish safe author mention music family.
f4a37b13-ed9c-4e0f-939c-e1a46327959e,973d9546-54c1-42ea-8fbb-67db94b3a89e,2026-07-27 11:16:13,true,Player career experience walk evening behind population education.
1fe1dde4-605f-45c9-98e8-501ec37a50c9,ce750a1d-a66e-466c-a752-d6df51867cdf,2026-04-11 00:55:28,false,Public wall language where feel exist member understand too exactly.
556878d1-ecf2-4d80-9f69-14614c86d3d6,2bf73c62-d8d0-47fa-9991-f0b84751f4b0,2026-02-13 15:09:27,true,Chair garden move admit statement significant significant.
79cb9821-410f-400e-a993-fdf952bfffa8,f74721a0-2644-4bfa-aba0-a402bfbeb9f8,2025-12-26 08:58:49,true,Alone cup research road country fill five event avoid resource.
f324b922-7ead-441b-bc6f-9843a4d0c2da,13b1dfb5-318d-44a8-b312-a4cca9a0a5d3,2026-08-21 16:26:26,false,Maybe spring system reach trial low employee no decide.
d89e9a31-5b47-45fa-bbf4-0ccd6814d7ed,0e27a819-7d5e-43c6-8050-04926b835c79,2026-03-06 09:29:13,true,Onto thought oil heavy notice respond hospital still.
73579331-ec16-4999-83f2-34496f29a086,3069edb8-affd-458e-8216-b26b5641d81e,2026-02-22 03:16:31,false,Since as poor hand operation animal.
b19acddb-6deb-49b7-9236-2602ab10cf47,a64e4036-b365-493e-b9e4-b423c2072fca,2026-03-13 19:49:36,true,Reveal church among common ever recent improve million subject.
42dcd11a-3aa0-4dd4-b32a-79e3de4e1540,a5555ae9-0f86-4fef-abf9-e9c20d04ea83,2026-01-27 17:34:35,true,Ground technology include project.
bea752a7-8278-404c-90f3-f7fd34f259e5,db0747af-23d9-4140-ab69-005732a03e42,2026-02-12 02:51:02,false,Money happy indicate charge strategy both painting almost vote.
8220f55c-6636-4391-a048-c39a80b872f0,23b79df0-a39f-4623-a8d7-fc4de4f24ae7,2025-09-14 06:45:57,false,Center report notice reach audience region difficult now maybe.
44961268-f0c8-427a-a868-b8c4be584719,b5685120-811a-4a75-8797-5229d54ce3df,2026-01-02 06:48:32,true,Key kind Democrat store improve end like song.
cd94f0db-cd2f-4374-bcb1-0577e068458e,e5e4cd57-8bb0-451b-9d88-2abd2e4a9a80,2026-06-08 17:51:41,false,Mother physical dinner manager suffer civil level.
b3ba1698-df6f-42c8-ba29-5e9c0fdff8a6,a5bd82d4-233e-44e1-ac03-283034e6a996,2025-09-20 23:36:28,true,Apply them size father lose support movement responsibility.
2008e602-d7a6-4f37-bb05-d4ab36147cb3,fe070818-aa5a-4780-91fe-6c5ae1b8d8d6,2026-03-11 15:44:43,true,Improve also customer difficult high send.
5366cfe9-672c-403e-85de-1e863fe3a7c1,dc1df9fa-3cc0-447f-97df-a7bb0823ac86,2026-08-20 06:45:13,false,Lay front see should either again under summer land.
46f530ed-d14c-42f2-bcd1-1881a53b3eae,eae5129b-8824-4b75-b6e0-86f7b5985b64,2026-07-24 19:08:07,false,Ahead care wonder now situation foreign through area hit.
6da797fd-ee12-4984-b4f8-649a26372d17,84a6c734-4110-4812-858b-0baec6ac74b5,2025-11-20 20:05:41,false,Degree wall election chance suddenly science.
967313a6-dd61-42aa-8200-7ae6217f5041,57cd806b-89de-4786-beb0-dbe796972116,2026-06-02 20:21:36,false,Break lawyer rock or business.
dd1c1c17-6a4e-4915-9c0d-1113e122cd8e,ce1fdfb6-8011-417c-ba67-7bab90096a72,2026-08-13 11:57:49,true,Institution when phone budget ask.
b6756e73-cbd0-41b3-947a-016ed3618e0f,b20f9f87-8668-4120-99f1-4b8fde25cbc3,2026-06-08 20:30:37,true,Adult recent hot cup by avoid miss.
b280008d-57fb-4dfc-a096-7a0d46a07c76,1a812608-4379-4674-a761-b42e6064fffb,2025-09-17 08:01:40,true,Blue around statement Democrat four.
